Stimuli,Task,Trial_Type,count_IAT_Task_Loop,subject_nr,time_Combo,time_IAT_Screen,time_IAT_Task_Loop,time_Image_Training
"Straight","H-LG","Image_Training","0","999","NA","21336879","21319202","21336737"
Stimuli,Task,Trial_Type,correct,correct_IAT_Response,count_IAT_Task_Loop,subject_nr,time_Combo,time_IAT_Correction_Response,time_IAT_Screen,time_IAT_Task_Loop,time_Image_Training
"Straight","H-LG","Image_Training","1","1","0","999","NA","NA","21336879","21319202","21336737"
"Sexuality04.jpg","H-LG","Image_Training","0","999","NA","21339464","21319202","21336737"
"Sexuality04.jpg","H-LG","Image_Training","1","1","0","999","NA","NA","21339464","21319202","21336737"
"Homosexual","H-LG","Image_Training","0","999","NA","21339822","21319202","21336737"
"Homosexual","H-LG","Image_Training","1","0","0","999","NA","21340261","21339822","21319202","21336737"
"Heterosexual","H-LG","Image_Training","0","999","NA","21340854","21319202","21336737"
"Heterosexual","H-LG","Image_Training","1","1","0","999","NA","21340261","21340854","21319202","21336737"
"Sexuality03.jpg","H-LG","Image_Training","0","999","NA","21341617","21319202","21336737"
"Sexuality03.jpg","H-LG","Image_Training","1","1","0","999","NA","21340261","21341617","21319202","21336737"
"Gay","H-LG","Image_Training","0","999","NA","21342424","21319202","21336737"
"Gay","H-LG","Image_Training","1","1","0","999","NA","21340261","21342424","21319202","21336737"
"Sexuality01.jpg","H-LG","Image_Training","0","999","NA","21343152","21319202","21336737"
"Sexuality01.jpg","H-LG","Image_Training","1","0","0","999","NA","21343877","21343152","21319202","21336737"
"Sexuality00.jpg","H-LG","Image_Training","0","999","NA","21344311","21319202","21336737"
"Sexuality00.jpg","H-LG","Image_Training","1","1","0","999","NA","21343877","21344311","21319202","21336737"
"Straight","H-LG","Image_Training","0","999","NA","21345031","21319202","21336737"
"Straight","H-LG","Image_Training","1","1","0","999","NA","21343877","21345031","21319202","21336737"
"Sexuality05.jpg","H-LG","Image_Training","0","999","NA","21345678","21319202","21336737"
"Sexuality05.jpg","H-LG","Image_Training","1","1","0","999","NA","21343877","21345678","21319202","21336737"
"Homosexual","H-LG","Image_Training","0","999","NA","21346498","21319202","21336737"
"Homosexual","H-LG","Image_Training","1","1","0","999","NA","21343877","21346498","21319202","21336737"
"Sexuality03.jpg","H-LG","Image_Training","0","999","NA","21347262","21319202","21336737"
"Sexuality03.jpg","H-LG","Image_Training","1","1","0","999","NA","21343877","21347262","21319202","21336737"
"Sexuality02.jpg","H-LG","Image_Training","0","999","NA","21348112","21319202","21336737"
"Sexuality02.jpg","H-LG","Image_Training","1","1","0","999","NA","21343877","21348112","21319202","21336737"
"Heterosexual","H-LG","Image_Training","0","999","NA","21348893","21319202","21336737"
"Heterosexual","H-LG","Image_Training","1","1","0","999","NA","21343877","21348893","21319202","21336737"
"Gay","H-LG","Image_Training","0","999","NA","21349796","21319202","21336737"
"Gay","H-LG","Image_Training","1","1","0","999","NA","21343877","21349796","21319202","21336737"
"Sexuality00.jpg","H-LG","Image_Training","0","999","NA","21350599","21319202","21336737"
"Sexuality00.jpg","H-LG","Image_Training","1","1","0","999","NA","21343877","21350599","21319202","21336737"
